symbol,lastPrice,volume,openPrice,highPrice,lowPrice
FIROBTC,0.00005310,40963.90000000,0.00005520,0.00005580,0.00005130
FIROETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
FIROUSDT,1.48800000,280073.20000000,1.48200000,1.54100000,1.46200000
BETHETH,0.99960000,10036.85010000,0.99930000,0.99960000,0.99810000
DOGEEUR,0.05678000,4028254.00000000,0.05655000,0.05856000,0.05613000
DOGETRY,1.68300000,19395283.00000000,1.67100000,1.72800000,1.66300000
DOGEAUD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
DOGEBRL,0.30430000,955157.00000000,0.30430000,0.31150000,0.30120000
DOTNGN,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PROSETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
LITBTC,0.00002411,84440.60000000,0.00002498,0.00002525,0.00002329
LITBUSD,0.67600000,232318.40000000,0.67100000,0.70500000,0.66800000
LITUSDT,0.67600000,1594467.40000000,0.67000000,0.70500000,0.66900000
BTCVAI,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
BUSDVAI,1.01500000,1393.70000000,1.00900000,1.01500000,1.00400000
SFPBTC,0.00002165,77023.00000000,0.00002309,0.00002315,0.00002066
SFPBUSD,0.59920000,19253.00000000,0.58570000,0.60200000,0.57310000
SFPUSDT,0.60860000,2366306.00000000,0.62160000,0.62570000,0.60040000
DOGEGBP,0.04908000,674142.00000000,0.04875000,0.05050000,0.04851000
DOTTRY,106.00000000,33809.89000000,105.30000000,109.00000000,105.00000000
FXSBTC,0.00020068,6364.80000000,0.00021401,0.00021760,0.00019521
FXSBUSD,5.61900000,20396.50000000,5.76700000,5.93500000,5.60000000
DODOBTC,0.00000356,240805.80000000,0.00000375,0.00000379,0.00000345
DODOBUSD,0.10010000,3640954.40000000,0.10120000,0.10430000,0.09930000
DODOUSDT,0.10010000,15345469.10000000,0.10120000,0.10400000,0.09920000
FRONTBTC,0.00001065,780078.00000000,0.00001118,0.00001132,0.00001036
EASYBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
CAKEBTC,0.00004079,131495.25000000,0.00004195,0.00004207,0.00003910
CAKEUSDT,1.14600000,3259360.26000000,1.12800000,1.17900000,1.12600000
BAKEBUSD,0.14410000,9223311.00000000,0.13390000,0.14630000,0.13370000
UFTETH,0.00014780,159195.00000000,0.00015790,0.00016160,0.00014380
UFTBUSD,0.20610000,632494.00000000,0.22760000,0.23100000,0.19690000
1INCHBUSD,0.25190000,134160.70000000,0.25370000,0.25580000,0.24950000
BANDBUSD,1.33000000,5756896.10000000,1.31200000,1.55000000,1.31000000
GRTBUSD,0.08220000,1152521.00000000,0.08190000,0.08500000,0.08170000
IOSTBUSD,0.00700000,2655371.80000000,0.00706000,0.00706000,0.00692000
OMGBUSD,0.46600000,87974.30000000,0.45100000,0.47200000,0.43900000
REEFBUSD,0.00129300,152868034.50000000,0.00126100,0.00134000,0.00126100
ACMBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ACMBUSD,2.07300000,37500.30000000,2.09700000,2.13200000,2.05500000
ACMUSDT,1.75000000,197494.60000000,1.75000000,1.77800000,1.74300000
AUCTIONBTC,0.00019570,14824.57000000,0.00020220,0.00020820,0.00018670
AUCTIONBUSD,5.49000000,8066.48000000,5.45000000,5.66000000,5.45000000
PHABTC,0.00000330,526556.00000000,0.00000333,0.00000338,0.00000317
PHABUSD,0.09270000,115529.00000000,0.08940000,0.09520000,0.08940000
DOTGBP,3.01500000,1012.68000000,2.99600000,3.01500000,2.96000000
ADATRY,7.06000000,1058799.20000000,6.93000000,7.27000000,6.92000000
ADABRL,1.27600000,169526.80000000,1.26300000,1.31000000,1.26100000
ADAGBP,0.20580000,11392.70000000,0.20220000,0.21180000,0.20220000
TVKBTC,0.00000071,3484972.00000000,0.00000073,0.00000075,0.00000069
TVKBUSD,0.02043000,852635.00000000,0.02018000,0.02043000,0.01969000
BADGERBTC,0.00007630,52048.54000000,0.00008060,0.00008270,0.00007550
BADGERBUSD,2.14100000,43762.25000000,2.15000000,2.29200000,2.09000000
BADGERUSDT,2.14700000,1355415.89000000,2.15900000,2.28700000,2.09700000
FISBTC,0.00000926,447288.00000000,0.00000961,0.00000961,0.00000894
FISBUSD,0.24380000,42008.00000000,0.24780000,0.24780000,0.22800000
FISUSDT,0.25980000,1709112.00000000,0.25770000,0.26940000,0.25320000
DOTBRL,19.13000000,10720.02000000,19.20000000,19.68000000,19.06000000
ADAAUD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
HOTTRY,0.03810000,5774901459.00000000,0.03317000,0.03885000,0.03273000
EGLDEUR,23.79000000,12522.49000000,23.15000000,27.62000000,23.09000000
OMBTC,0.00000067,1245842.00000000,0.00000068,0.00000070,0.00000065
OMBUSD,0.01891000,315447.00000000,0.01892000,0.01924000,0.01863000
OMUSDT,0.01897000,18627864.00000000,0.01843000,0.01942000,0.01824000
PONDBTC,0.00000030,20902184.00000000,0.00000032,0.00000033,0.00000029
PONDBUSD,0.00849000,19599881.13000000,0.00869000,0.00889000,0.00831000
PONDUSDT,0.00848000,233895591.29000000,0.00872000,0.00892000,0.00830000
DEGOBTC,0.00004719,28622.07000000,0.00004914,0.00004944,0.00004560
DEGOBUSD,1.34700000,10260.14000000,1.37300000,1.41000000,1.33700000
DEGOUSDT,1.32500000,553049.66000000,1.32300000,1.37600000,1.30400000
AVAXEUR,8.82000000,7081.78000000,8.70000000,9.30000000,8.67000000
BTTTRY,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
CHZBRL,0.28760000,242028.00000000,0.28600000,0.29300000,0.28460000
UNIEUR,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ALICEBTC,0.00002558,65156.61000000,0.00002574,0.00002646,0.00002441
ALICEBUSD,0.72600000,17207.74000000,0.72000000,0.72800000,0.71100000
ALICEUSDT,0.71500000,3107186.37000000,0.69500000,0.73700000,0.68500000
CHZBUSD,0.05639000,7145211.00000000,0.05580000,0.05834000,0.05555000
CHZEUR,0.05373000,55676.00000000,0.05318000,0.05521000,0.05318000
CHZGBP,0.05720000,9533.00000000,0.05940000,0.05950000,0.05720000
BIFIBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
BIFIBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
LINABTC,0.00000035,7433304.00000000,0.00000036,0.00000037,0.00000034
LINABUSD,0.00986700,8426502.72000000,0.00971000,0.01030300,0.00971000
LINAUSDT,0.00986500,311175936.58000000,0.00971900,0.01034300,0.00970200
ADARUB,24.66000000,24999.80000000,24.34000000,25.58000000,24.27000000
ENJBRL,1.32800000,8332.30000000,1.36400000,1.36400000,1.29000000
ENJEUR,0.20550000,10460.00000000,0.20270000,0.20900000,0.20130000
MATICEUR,0.49600000,177763.90000000,0.49040000,0.51520000,0.48930000
NEOTRY,197.40000000,4000.45000000,194.00000000,204.50000000,193.30000000
PERPBTC,0.00001985,41003.32000000,0.00002057,0.00002076,0.00001919
PERPBUSD,0.54698000,67032.04000000,0.53803000,0.56573000,0.53779000
PERPUSDT,0.55672000,2531528.40000000,0.55330000,0.57729000,0.54856000
RAMPBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
RAMPBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
RAMPUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
SUPERBTC,0.00000264,684527.00000000,0.00000273,0.00000275,0.00000256
SUPERBUSD,0.07270000,617134.00000000,0.07860000,0.07890000,0.07180000
SUPERUSDT,0.07420000,8167976.00000000,0.07320000,0.07660000,0.07280000
CFXBTC,0.00000412,918724.00000000,0.00000428,0.00000428,0.00000402
CFXBUSD,0.11550000,1811117.00000000,0.11520000,0.12110000,0.11460000
CFXUSDT,0.11550000,51373691.00000000,0.11520000,0.12140000,0.11440000
ENJGBP,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
EOSTRY,15.60000000,66866.10000000,15.26000000,16.04000000,15.26000000
LTCGBP,52.26000000,30.05300000,50.66000000,53.74000000,50.66000000
LUNAEUR,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
RVNTRY,0.40060000,4878519.65000000,0.39650000,0.41330000,0.39490000
THETAEUR,0.56800000,4057.60000000,0.56900000,0.58500000,0.56800000
XVGBUSD,0.00335300,33931871.90000000,0.00335600,0.00345200,0.00331900
EPSBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
EPSBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
EPSUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
AUTOBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
AUTOBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
AUTOUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
TKOBTC,0.00000771,214399.00000000,0.00000791,0.00000813,0.00000726
TKOBIDR,3360.00,254382.90000000,3322.75,3390.00,3302.00
TKOBUSD,0.21680000,346222.70000000,0.21320000,0.22060000,0.21060000
TKOUSDT,0.21660000,6697363.20000000,0.21390000,0.22150000,0.21010000
PUNDIXETH,0.00022950,78768.40000000,0.00023620,0.00024350,0.00022410
PUNDIXUSDT,0.36310000,3584585.70000000,0.36700000,0.38240000,0.35850000
BTTBRL,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
BTTEUR,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
HOTEUR,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
WINEUR,0.00005820,172319249.00000000,0.00005670,0.00005960,0.00005620
TLMBTC,0.00000035,3869592.00000000,0.00000035,0.00000038,0.00000034
TLMBUSD,0.00941000,1225379.00000000,0.00945000,0.00946000,0.00925000
TLMUSDT,0.01004000,248634464.00000000,0.00947000,0.01036000,0.00945000
1INCHUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1INCHDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
BTGBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
BTGUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
HOTBUSD,0.00105800,16602904.00000000,0.00105800,0.00106200,0.00104000
BNBUAH,8559.00000000,50.83700000,8409.00000000,8767.00000000,8402.00000000
ONTTRY,4.61100000,290269.00000000,4.58500000,4.72800000,4.56700000
VETEUR,0.01590000,2142379.93000000,0.01579000,0.01646000,0.01566000
VETGBP,0.01430000,832667.37000000,0.01470000,0.01489000,0.01429000
WINBRL,0.00031070,204700287.00000000,0.00030540,0.00031930,0.00030360
MIRBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
MIRBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
MIRUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
BARBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
BARBUSD,2.53300000,29260.05000000,2.56800000,2.62500000,2.52200000
BARUSDT,2.08200000,132700.80000000,2.08100000,2.11600000,2.06600000
FORTHBTC,0.00009760,15491.51000000,0.00010210,0.00010210,0.00009330
FORTHBUSD,3.02700000,137536.37000000,2.90400000,3.38300000,2.85100000
FORTHUSDT,2.74500000,261650.16000000,2.75700000,2.80300000,2.64600000
CAKEGBP,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
DOGERUB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
HOTBRL,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
WRXEUR,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
EZBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
EZETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
BAKEUSDT,0.14400000,74343954.40000000,0.13390000,0.14660000,0.13370000
BURGERBUSD,0.32820000,202643.30000000,0.32900000,0.33700000,0.31990000
BURGERUSDT,0.32820000,4732800.10000000,0.32990000,0.33730000,0.31960000
SLPBUSD,0.00148700,33128963.00000000,0.00149900,0.00152000,0.00146900
SLPUSDT,0.00137500,344459797.00000000,0.00135700,0.00141500,0.00135300
TRXAUD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
TRXEUR,0.08382000,3258317.00000000,0.08151000,0.08594000,0.08147000
VETTRY,0.47490000,2733288.90000000,0.46620000,0.48680000,0.46280000
SHIBUSDT,0.00000706,2756049181243.00,0.00000697,0.00000730,0.00000694
SHIBBUSD,0.00000707,156219917075.00,0.00000697,0.00000729,0.00000695
ICPBTC,0.00011190,24287.53000000,0.00011750,0.00011830,0.00010810
ICPBNB,0.01481000,1911.54000000,0.01519000,0.01519000,0.01471000
ICPBUSD,3.13800000,51251.58000000,3.15600000,3.26200000,3.11700000
ICPUSDT,3.13800000,1734082.05000000,3.16100000,3.26600000,3.11600000
SHIBEUR,0.00000671,17656282320.00,0.00000664,0.00000692,0.00000662
SHIBRUB,0.00000000,0.00,0.00000000,0.00000000,0.00000000
ETCEUR,14.42000000,447.95000000,14.19000000,14.92000000,14.18000000
ETCBRL,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
DOGEBIDR,955.00,347440.00000000,941.00,956.00,940.00
ARBTC,0.00013850,12297.91000000,0.00014520,0.00014560,0.00013450
ARBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ARBUSD,3.89200000,8536.32000000,3.91300000,4.05000000,3.86800000
ARUSDT,3.89500000,346904.85000000,3.90700000,4.06000000,3.85000000
POLSBTC,0.00000958,32620.80000000,0.00000990,0.00001001,0.00000921
POLSBNB,0.00125900,28383.30000000,0.00127800,0.00130200,0.00125900
POLSBUSD,0.25670000,67013.20000000,0.25570000,0.26230000,0.25140000
POLSUSDT,0.26890000,628387.00000000,0.26740000,0.27750000,0.26690000
MDXBTC,0.00000212,922125.60000000,0.00000221,0.00000223,0.00000202
MDXBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
MDXBUSD,0.06440000,555247.80000000,0.06540000,0.06610000,0.06310000
MDXUSDT,0.05970000,46956910.50000000,0.05910000,0.06070000,0.05830000
MASKBNB,0.01227000,2756.20000000,0.01225000,0.01242000,0.01223000
MASKBUSD,2.60000000,25496.90000000,2.56600000,2.70900000,2.56600000
MASKUSDT,2.59700000,1493635.10000000,2.55900000,2.70500000,2.55800000
LPTBTC,0.00020560,3603.14000000,0.00021090,0.00021260,0.00019820
LPTBNB,0.02696000,123.15000000,0.02710000,0.02759000,0.02696000
LPTBUSD,5.77000000,8073.86000000,5.68000000,5.95000000,5.68000000
LPTUSDT,5.77000000,404393.89000000,5.68000000,5.97000000,5.67000000
ETHUAH,63570.00000000,32.92680000,62557.00000000,65538.00000000,62429.00000000
MATICBRL,2.65500000,309747.70000000,2.64200000,2.75000000,2.63400000
SOLEUR,22.15000000,26209.53000000,20.74000000,23.52000000,20.69000000
SHIBBRL,0.00003598,12453357434.00,0.00003571,0.00003683,0.00003564
AGIXBTC,0.00000602,1540909.00000000,0.00000616,0.00000621,0.00000585
ICPEUR,2.99300000,5549.10000000,3.01300000,3.07800000,2.98700000
MATICGBP,0.42890000,7599.60000000,0.42220000,0.44420000,0.42220000
SHIBTRY,0.00019890,234916867799.00,0.00019614,0.00020420,0.00019556
MATICBIDR,8382.00,28368.80000000,8601.00,8602.00,8350.00
MATICRUB,51.63000000,8944.50000000,50.82000000,53.31000000,50.51000000
NUBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
NUBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
NUBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
NUUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
XVGUSDT,0.00334500,355528083.00000000,0.00335600,0.00345800,0.00331300
RLCBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
CELRBUSD,0.01204000,1184043.00000000,0.01184000,0.01261000,0.01184000
ATMBUSD,2.42000000,13017.49000000,2.42100000,2.47300000,2.38100000
ZENBUSD,7.19000000,9515.81000000,7.81000000,7.88000000,6.06000000
FTMBUSD,0.18530000,1374878.00000000,0.18400000,0.19330000,0.18380000
THETABUSD,0.61600000,25573.60000000,0.61500000,0.62300000,0.61000000
WINBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
KAVABUSD,0.58900000,132200.40000000,0.58200000,0.60600000,0.58100000
XEMBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ATABTC,0.00000280,482057.00000000,0.00000293,0.00000295,0.00000273
ATABNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ATABUSD,0.07920000,244506.00000000,0.08060000,0.08070000,0.07920000
ATAUSDT,0.07850000,11879753.00000000,0.07860000,0.08230000,0.07800000
GTCBTC,0.00003142,162208.90000000,0.00003150,0.00003400,0.00003025
GTCBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
GTCBUSD,0.87900000,94807.60000000,0.85000000,0.92200000,0.85000000
GTCUSDT,0.87800000,4073408.20000000,0.84700000,0.91600000,0.84700000
TORNBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
TORNBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
TORNBUSD,2.91000000,161837.26000000,2.88900000,3.17900000,2.86000000
TORNUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
MATICTRY,14.71300000,384015.80000000,14.49300000,15.24000000,14.46000000
ETCGBP,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
SOLGBP,19.09000000,536.10000000,18.13000000,20.13000000,18.04000000
BAKEBTC,0.00000512,753855.80000000,0.00000498,0.00000525,0.00000484
COTIBUSD,0.03901000,880909.00000000,0.03920000,0.04043000,0.03860000
KEEPBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
KEEPBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
KEEPBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
KEEPUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
SOLTRY,656.90000000,81287.25000000,612.40000000,697.20000000,611.20000000
RUNEGBP,1.27800000,55749.00000000,1.34100000,1.36900000,1.18000000
SOLBRL,118.30000000,7483.04000000,111.60000000,125.00000000,111.30000000
SCBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
CHRBUSD,0.09190000,529588.00000000,0.09150000,0.09560000,0.09150000
STMXBUSD,0.00585100,89376725.00000000,0.00591600,0.00650000,0.00573000
HNTBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
FTTBUSD,1.13000000,510414.84000000,1.13440000,1.15400000,1.12060000
DOCKBUSD,0.01527000,2791462.00000000,0.01555000,0.01575000,0.01269000
ADABIDR,3965.00,75223.50000000,3919.00,3979.00,3884.00
ERNBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ERNBUSD,1.47100000,25049.00000000,1.49500000,1.50000000,1.44900000
ERNUSDT,1.46600000,276526.50000000,1.45600000,1.51400000,1.45300000
KLAYBTC,0.00000461,289976.40000000,0.00000481,0.00000486,0.00000449
KLAYBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
KLAYBUSD,0.13540000,121790.50000000,0.13750000,0.13910000,0.13300000
KLAYUSDT,0.12980000,36239408.00000000,0.12860000,0.13560000,0.12740000
RUNEEUR,1.60500000,31964.60000000,1.57000000,1.68300000,1.55300000
MATICAUD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
DOTRUB,372.40000000,1996.04000000,369.40000000,383.00000000,369.20000000
UTKBUSD,0.05610000,184318.00000000,0.05460000,0.05610000,0.05380000
IOTXBUSD,0.01880000,1819536.00000000,0.01905000,0.01971000,0.01850000
PHAUSDT,0.09300000,8684392.00000000,0.08940000,0.09580000,0.08910000
SOLRUB,2291.00000000,809.90000000,2138.00000000,2434.00000000,2138.00000000
RUNEAUD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
BUSDUAH,40.10000000,50798.00000000,40.19000000,40.26000000,39.99000000
BONDBTC,0.00015600,417597.10000000,0.00023960,0.00024170,0.00014270
BONDBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
BONDBUSD,4.39700000,419214.85000000,6.47000000,6.50000000,4.00000000
BONDUSDT,4.39100000,15893383.07000000,6.43800000,6.51000000,4.05300000
MLNBTC,0.00052700,4510.79600000,0.00057100,0.00057500,0.00050900
MLNBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
MLNBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
MLNUSDT,14.82000000,70303.92900000,15.41000000,15.42000000,14.69000000
GRTTRY,2.31100000,1904845.00000000,2.30200000,2.38000000,2.29400000
CAKEBRL,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ICPRUB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
DOTAUD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
AAVEBRL,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
EOSAUD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
DEXEUSDT,2.15000000,48084.97000000,2.13100000,2.17900000,2.12800000
LTOBUSD,0.05590000,114300.00000000,0.05640000,0.05660000,0.05480000
ADXBUSD,0.13400000,123824.00000000,0.13300000,0.13970000,0.13250000
QUICKBTC,0.00000146,834594.00000000,0.00000155,0.00000157,0.00000141
QUICKBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
QUICKBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
C98USDT,0.14240000,16756363.60000000,0.13990000,0.14800000,0.13930000
C98BUSD,0.13430000,560636.20000000,0.13420000,0.14040000,0.13270000
C98BNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
C98BTC,0.00000506,415640.80000000,0.00000520,0.00000528,0.00000491
CLVBTC,0.00000111,6378253.50000000,0.00000112,0.00000117,0.00000108
CLVBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
CLVBUSD,0.03282000,385298.20000000,0.03297000,0.03353000,0.03254000
CLVUSDT,0.03120000,43806533.50000000,0.03015000,0.03245000,0.02990000
QNTBTC,0.00309500,4007.70600000,0.00318200,0.00318200,0.00296900
QNTBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
QNTBUSD,87.10000000,695.51800000,85.60000000,89.40000000,85.20000000
QNTUSDT,86.90000000,21737.12600000,85.70000000,89.30000000,85.10000000
FLOWBTC,0.00001578,619723.71000000,0.00001611,0.00001674,0.00001528
FLOWBNB,0.00208400,257472.18000000,0.00207000,0.00216000,0.00206000
FLOWBUSD,0.44400000,520667.74000000,0.43300000,0.45900000,0.43200000
FLOWUSDT,0.44400000,7974810.46000000,0.43300000,0.46100000,0.43100000
XECBUSD,0.00002495,11650199813.00,0.00002379,0.00002667,0.00002379
AXSBRL,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
AXSAUD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
TVKUSDT,0.02009000,38670021.00000000,0.01956000,0.02080000,0.01949000
MINABTC,0.00001307,208717.60000000,0.00001345,0.00001373,0.00001261
MINABNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
MINABUSD,0.36770000,228256.30000000,0.36000000,0.37900000,0.36000000
MINAUSDT,0.36700000,11145293.20000000,0.36090000,0.38000000,0.36010000
RAYBNB,0.00078600,35383.80000000,0.00078200,0.00079800,0.00077200
RAYBUSD,0.17010000,269403.80000000,0.16610000,0.17280000,0.16610000
RAYUSDT,0.16600000,3989806.10000000,0.16330000,0.17630000,0.16260000
FARMBTC,0.00083800,1794.91900000,0.00088500,0.00090200,0.00080200
FARMBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
FARMBUSD,21.12000000,753.88700000,22.68000000,22.84000000,20.88000000
FARMUSDT,23.55000000,23349.59500000,23.78000000,24.38000000,23.54000000
ALPACABTC,0.00000572,2655463.40000000,0.00000711,0.00000711,0.00000549
ALPACABNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ALPACABUSD,0.14390000,516546.00000000,0.13970000,0.15140000,0.13720000
ALPACAUSDT,0.16080000,60237423.80000000,0.19090000,0.19150000,0.15600000
TLMTRY,0.28300000,50164315.00000000,0.26670000,0.29000000,0.26630000
QUICKUSDT,0.04098000,13517290.00000000,0.04184000,0.04250000,0.04077000
ORNBUSD,0.55190000,64541.30000000,0.59480000,0.60320000,0.53360000
MBOXBTC,0.00000760,80250.50000000,0.00000785,0.00000798,0.00000729
MBOXBNB,0.00100500,27073.80000000,0.00100500,0.00102700,0.00100000
MBOXBUSD,0.21300000,63769.80000000,0.21120000,0.21910000,0.20920000
MBOXUSDT,0.21270000,4647695.10000000,0.21130000,0.21950000,0.20970000
VGXBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
VGXETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
FORUSDT,0.01739000,9858749.00000000,0.01728000,0.01790000,0.01722000
REQUSDT,0.07210000,38625958.00000000,0.07500000,0.07790000,0.07140000
GHSTUSDT,0.77400000,182871.60000000,0.77100000,0.79200000,0.76900000
TRURUB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
FISBRL,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
WAXPUSDT,0.04800000,46133052.00000000,0.04790000,0.04940000,0.04670000
WAXPBUSD,0.04170000,299397.00000000,0.04080000,0.04190000,0.04050000
WAXPBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
WAXPBTC,0.00000171,2337284.00000000,0.00000178,0.00000181,0.00000161
TRIBEBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
TRIBEBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
TRIBEBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
TRIBEUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
GNOUSDT,94.90000000,1674.84200000,93.20000000,97.80000000,92.80000000
GNOBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
GNOBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
GNOBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ARPATRY,1.15470000,9920967.00000000,1.13710000,1.17960000,1.13550000
PROMBTC,0.00014430,5465.89000000,0.00014860,0.00014940,0.00013770
MTLBUSD,1.27300000,47722.00000000,1.24600000,1.31300000,1.24000000
OGNBUSD,0.11290000,6647862.40000000,0.07680000,0.11440000,0.07650000
XECUSDT,0.00002496,259033790498.00,0.00002382,0.00002673,0.00002376
C98BRL,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
SOLAUD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
XRPBIDR,7835.00,52592.40000000,7715.00,7909.00,7690.00
POLYBUSD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ELFUSDT,0.35360000,12205908.50000000,0.33450000,0.36660000,0.33330000
DYDXUSDT,1.85300000,2904672.21000000,1.83000000,1.93300000,1.82900000
DYDXBUSD,1.85300000,153053.21000000,1.83100000,1.93200000,1.83100000
DYDXBNB,0.00871300,4100.44000000,0.00878700,0.00891300,0.00871300
DYDXBTC,0.00006598,178007.17000000,0.00006804,0.00006882,0.00006427
ELFBUSD,0.35320000,2066117.50000000,0.33360000,0.36520000,0.33360000
POLYUSDT,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
IDEXUSDT,0.04480000,16199895.80000000,0.04361000,0.04667000,0.04358000
VIDTUSDT,0.01733000,32944231.00000000,0.01720000,0.01796000,0.01712000
SOLBIDR,311087.00,772.82760000,298101.00,313894.00,296171.00
